ID;Codeur;Economisch_Ja;date;Day_in_2015;Source;outlet;headline;Toon_Kop;Hoofd_OW;Posit_Nega
148572845;4;0;2/16/2015;47;0;8;[INHOUD Binnenland 8-9 | Het Grote Verhaal 10-11...]*; ; ; 
150293085;4;1;2/16/2015;47;0;9;Afspraak is afspraak, zegt Nederlandse regering tegen Grieken;1;10;9
150293083;4;1;2/16/2015;47;0;9;VS versoepelen embargo Cuba; ; ; 
150293082;4;1;2/16/2015;47;0;9;Wat kan de eurogroep nog met Griekenland?;3;10;9
150293081;4;1;2/16/2015;47;0;9;Regering Tsipras heeft naast steun ook speelruimte;1;10;9
150293080;4;1;2/16/2015;47;0;9;Kunnen groen en groei wel samengaan?;1;3;9
150293079;4;1;2/16/2015;47;0;9;Weer bij la mama intrekken om bankroet af te wenden;0;8;9
150293078;4;1;2/16/2015;47;0;9;Groei kan nieuw fiscaal stelsel niet betalen, tijd om anders te denken;2;3;4
150293077;4;1;2/16/2015;47;0;9;VVD en D66 willen meer snijden;1;36;9
150292140;4;1;2/16/2015;47;0;3;Hobbelpaard;9;10;9
150292134;4;1;2/16/2015;47;0;3;'Spaarders halen miljarden van bank';1;10;9
150290762;4;1;2/16/2015;47;0;4;Grieken nemen hun spaargeld op;1;10;9
150290760;4;1;2/16/2015;47;0;4;Britse 'taks' op drugs en dik;1;38;9
150290069;4;1;2/16/2015;47;0;1;Tegenvaller van 700 miljoen: foutje, bedankt;0;58;9
150290066;4;1;2/16/2015;47;0;1;Plankgas rijden Grieken en Europa op elkaar af;9;10;9
150288163;4;1;2/16/2015;47;0;10;Eurogroep worstelt met Athene;0;10;9
150287121;4;1;2/16/2015;47;0;5;`Grieken halen miljarden weg';0;10;9
150287120;4;1;2/16/2015;47;0;5;Kritiek op `politieke haast' rond nieuw ontslagrecht;1;18;9
150287119;4;1;2/16/2015;47;0;5;`Niet meer banen door belastingplan';0;11;9
150287118;4;1;2/16/2015;47;0;5;JPMorgan Chase groter in ASMI;4;57;9
150287117;4;1;2/16/2015;47;0;5;`Je kunt wel een beter systeem b edenken dan dit';0;18;9
150287116;4;1;2/16/2015;47;0;5;Royal Mail en PostNL moeten elkaar eens een kaartje sturen;1;58;9
150287113;4;1;2/16/2015;47;0;5;Steeds hechtere monetaire unie;4;2;9
150287112;4;1;2/16/2015;47;0;5;"Griekenland hoeft niet op veel financiële ruimte te rekenen van Europese partners; Athene kan hooguit hopen op een dunne financiële hulplijn uit Europa";0;10;9
150287109;4;1;2/16/2015;47;0;5;Alle neuzen dezelfde kant op;1;3;9
150287105;4;1;2/16/2015;47;0;5;"Goed rendement op pensioenpot is wél haalbaar; Extreem lage rente zegt niets over de te verwachten rendementen op aandelenbeleggingen";4;33;9
150287104;4;1;2/16/2015;47;0;5;Ademende lonen voor V&D ?;3;20;9
150285206;4;1;2/16/2015;47;0;7;Volgende confrontatie Europa en Griekenland;1;10;9
150285205;4;1;2/16/2015;47;0;7;'Lagere belasting baat nauwelijks';3;38;9
148572850;4;1;2/16/2015;47;0;8;Staat verkoopt verzekeraar Reaal aan het Chinese concern Anbang;1;1;9
148572846;4;1;2/16/2015;47;0;8;Grieken moeten vandaag kiezen: wel of geen hulp;1;10;9
2,01502162100005E+017;32;0;2/16/2015;47;1;121; ; ; ; 
2,01502161900002E+017;32;0;2/16/2015;47;1;119; ; ; ; 
2,01502161800003E+017;32;0;2/16/2015;47;1;118; ; ; ; 
2,01502161500005E+017;32;0;2/16/2015;47;1;115; ; ; ; 
2,01502161400003E+017;32;0;2/16/2015;47;1;114; ; ; ; 
2,01502163012042E+017;32;1;2/16/2015;47;1;130; ;10;41;9
2,01502163005551E+017;32;1;2/16/2015;47;1;130; ;10;10;9
2,0150216260419E+017;32;1;2/16/2015;47;1;126; ;0;10;9
2,01502162518032E+017;32;1;2/16/2015;47;1;125; ;10;10;9
2,01502162410582E+017;32;1;2/16/2015;47;1;124; ;0;10;9
2,0150216240056E+017;32;1;2/16/2015;47;1;124; ;0;10;9
35469;6;0;2/16/2015;47;2;25;Nederlanders neergedaald uit de hemel; ; ; 
10409;32;0;2/16/2015;47;2;24;Veiligheidsraad eist terugtreden Houthi-rebellen Jemen; ; ; 
10413;6;0;2/16/2015;47;2;24;Golf heeft last van kleine rondjes; ; ; 
10415;21;0;2/16/2015;47;2;24;Reaal verkocht aan Chinese verzekeraar; ; ; 
19013;35;0;2/16/2015;47;2;21;Staat verkoopt Reaal voor 150 miljoen aan Chinese verzekeraar; ; ; 
10417;21;0;2/16/2015;47;2;24;'Dit is niet het Denemarken dat we kennen'; ; ; 
21775;9;1;2/16/2015;47;2;22;Eurogroep weer in de slag met Grieken;0;10;9
21779;21;0;2/16/2015;47;2;22;Fors boekverlies op verkoop Reaal; ; ; 
21781;21;1;2/16/2015;47;2;22;Dijsselbloem: goed nieuws voor verzekerden;4;58;4
19015;29;0;2/16/2015;47;2;21;Vier Oekraïense soldaten gedood sinds wapenstilstand; ; ; 
19017;35;0;2/16/2015;47;2;21;Kapitein krijgt acht jaar cel voor scheepsramp Hongkong; ; ; 
10419;21;0;2/16/2015;47;2;24;Reaal wordt Chinees: wat betekent dat voor mij?; ; ; 
15341;21;1;2/16/2015;47;2;26;Winkeliers zien verkoop voor het eerst sinds 2008 toenemen;4;9;4
15343;9;0;2/16/2015;47;2;26;Kapitein krijgt acht jaar cel voor scheepsramp Hong Kong; ; ; 
35491;21;1;2/16/2015;47;2;25;Winkelverkopen stijgen voor het eerst sinds 2008;4;9;5
21785;9;1;2/16/2015;47;2;22;Veel cijfers op de beurs;1;25;9
35493;29;1;2/16/2015;47;2;25;Meer afhankelijkheid van bijstand in Noorden;1;29;9
35495;6;0;2/16/2015;47;2;25;Cyberbende pleegt een van de grootste bankovervallen ooit; ; ; 
15345;6;0;2/16/2015;47;2;26;Italië haalt 100 burgers uit Libië weg; ; ; 
15347;28;1;2/16/2015;47;2;26;V&D vandaag voor de rechter vanwege loonsverlaging personeel;1;20;9
35497;28;0;2/16/2015;47;2;25;Atlete kruipend over de finish en pakt derde plaats; ; ; 
10423;33;0;2/16/2015;47;2;24;Het ziet er slecht uit voor bultrug in Oosterschelde; ; ; 
10425;21;1;2/16/2015;47;2;24;Japanse economie krabbelt op uit recessie;4;3;9
10427;21;0;2/16/2015;47;2;24;Aboutaleb: het zit tussen de oren; ; ; 
19019;29;0;2/16/2015;47;2;21;V&D in Eindhoven ontruimd vanwege rookontwikkeling; ; ; 
35507;21;1;2/16/2015;47;2;25;Honderden chauffeurs Regiotaxi Gelderland krijgen een baan;4;17;5
10431;6;1;2/16/2015;47;2;24;V&D en bonden moeten;9;58;9
21801;21;0;2/16/2015;47;2;22;Zeldzame Romeinse munten; ; ; 
19021;33;1;2/16/2015;47;2;21;Opnieuw fors verlies voor V&D in 2014;0;58;9
15349;21;0;2/16/2015;47;2;26;De man is een kind geworden. tijd voor remancipatie; ; ; 
10433;29;0;2/16/2015;47;2;24;Pokeren met de Grieken; ; ; 
35511;9;0;2/16/2015;47;2;25;Komt Apple met een auto? 'iPad op wielen is de toekomst'; ; ; 
15351;21;1;2/16/2015;47;2;26;V&D doet werknemers onverwacht nieuw voorstel tijdens kort gedin;9;20;0
10435;33;0;2/16/2015;47;2;24;Boekenleverancier CB levert weer aan V&D; ; ; 
10437;21;1;2/16/2015;47;2;24;45 miljoen voor banen in Groningen;4;37;3
35517;21;0;2/16/2015;47;2;25;Varoufakis: wij Grieken spelen geen blufpoker; ; ; 
10439;21;0;2/16/2015;47;2;24;Wie of wat is Black Sheep MC?; ; ; 
35527;21;0;2/16/2015;47;2;25;'Deense schutter geen deel van terreurcel'; ; ; 
21823;29;0;2/16/2015;47;2;22;UvA dreigt nu met kort geding; ; ; 
21829;21;0;2/16/2015;47;2;22;Geld terugvragen van de Staatsloterij?; ; ; 
35529;21;1;2/16/2015;47;2;25;Kabinet wijst flexibele AOW af: te duur en ingewikkeld;0;31;4
10443;21;0;2/16/2015;47;2;24;Douches van de paus voor daklozen van Rome; ; ; 
15355;9;1;2/16/2015;47;2;26; 'Griekenland keurt ontwerptekst schuldenkwestie af' ';1;10;9
19023;32;0;2/16/2015;47;2;21;Italië sluit militaire actie in Libië niet uit; ; ; 
15357;21;0;2/16/2015;47;2;26;Civiele partijen laten beschuldigingen pooieractiviteiten Straus; ; ; 
19025;35;1;2/16/2015;47;2;21;Overleg Eurogroep over Griekenland afgelopen zonder akkoord;1;10;9
10447;28;0;2/16/2015;47;2;24;Vijf partijen trekken aanklacht tegen Strauss-Kahn in; ; ; 
35537;21;1;2/16/2015;47;2;25;Zimbabwe krijgt weer ontwikkelingsgeld EU; ; ; 
21855;29;0;2/16/2015;47;2;22;Hond redt baasje van overval; ; ; 
35545;32;0;2/16/2015;47;2;25;Armstrong moet miljoenenbonus teruggeven; ; ; 
35549;33;0;2/16/2015;47;2;25;ManUnited moeizaam door in FA Cup; ; ; 
15359;21;0;2/16/2015;47;2;26;Zeer geavanceerde malware ontdekt, gelinkt aan de NSA; ; ; 
150293075;15;0;2/17/2015;48;0;9;Imca Marina zingt nummer tegen Kamp; ; ; 
150293074;15;0;2/17/2015;48;0;9;Bultrug zwemt rond in Oosterschelde; ; ; 
150293072;15;0;2/17/2015;48;0;9;brieven; ; ; 
150292133;15;0;2/17/2015;48;0;3;Kenners hebben best fiducie in een zelfrijdende auto van Apple; ; ; 
150292131;15;0;2/17/2015;48;0;3;Dik, alcoholist of drugsverslaafd? Beter je leven of verlies je uitkering; ; ; 
150292130;15;0;2/17/2015;48;0;3;UvA stelt ultimatum aan bezetters; ; ; 
150292128;15;0;2/17/2015;48;0;3;Armstrong moet sponsor 9 mln betalen; ; ; 
150290754;15;0;2/17/2015;48;0;4;'Skiën buiten piste is net zo veilig als autorijden'; ; ; 
150290753;15;0;2/17/2015;48;0;4;Celstraf hypotheekadviseurs; ; ; 
150290750;15;0;2/17/2015;48;0;4;Gesloten; ; ; 
150290749;15;0;2/17/2015;48;0;4;Zeldzame munten in Leiden; ; ; 
150290063;15;0;2/17/2015;48;0;1;UvA wil bezetters weg hebben; ; ; 
150290061;15;0;2/17/2015;48;0;1;Mail; ; ; 
150290059;15;0;2/17/2015;48;0;1;Voormalig ziekenhuis kan worden gesloopt; ; ; 
150290058;15;0;2/17/2015;48;0;1;UvA dreigt bezetters met kort geding; ; ; 
150288162;15;0;2/17/2015;48;0;10;Kalezic optie voor PSV als assistent; ; ; 
150288157;15;0;2/17/2015;48;0;10;GEEN KOP; ; ; 
150288156;15;0;2/17/2015;48;0;10;'Zo voelt oorlog'; ; ; 
150287091;15;0;2/17/2015;48;0;5;Liberiaanse president Sirleaf kondigt nieuw plan aan om ebola te bestrijden; ; ; 
150287087;15;0;2/17/2015;48;0;5;"Niet benutten historische data voor pensioenen lariekoek; Bij grote fondsen leidt spreiding beleggingen tot compensatie van winsten en verliezen op specifieke beleggingscategorieën"; ; ; 
150285200;15;0;2/17/2015;48;0;7;Vakbond verbaast zich over ontslagen Comfort Partners; ; ; 
150285195;15;0;2/17/2015;48;0;7;Zeldzame Romeinse munten in Leiden; ; ; 
150284301;15;0;2/17/2015;48;0;7;Grote verschillen in tarieven van waterschappen; ; ; 
150282471;15;0;2/17/2015;48;0;6;Buma Cultuur: Muziekles moet terug in het onderwijs; ; ; 
150282073;15;0;2/17/2015;48;0;2;Faber op eigen benen; ; ; 
150282069;15;0;2/17/2015;48;0;2;"Buurtpreventie via WhatsApp succes; Methode verspreidt zich als olievlek over het land"; ; ; 
150282068;15;0;2/17/2015;48;0;2;"Loppersum haalt uit naar Samsom; 'Een Haags steekspel maken van dit soort ellende is niet gepast'"; ; ; 
150282067;15;0;2/17/2015;48;0;2;1000e rit Museumpleinbus; ; ; 
150282066;15;0;2/17/2015;48;0;2;"Bruisende creativiteit; Mons culturele hoofdstad 2015"; ; ; 
150282065;15;0;2/17/2015;48;0;2;Japanse groei stuwt Nikkei; ; ; 
150282059;15;0;2/17/2015;48;0;2;Gesloten; ; ; 
148572843;15;0;2/17/2015;48;0;8;Amsterdam Bezetters weigeren te vertrekken uit universiteit; ; ; 
148572842;15;0;2/17/2015;48;0;8;De minister praat het probleem met cijfers onder tafel; ; ; 
148572841;15;0;2/17/2015;48;0;8;[INHOUD Binnenland 7-9 | Het Grote Verhaal 10-11...]*; ; ; 
148572837;15;0;2/17/2015;48;0;8;Finance? Daar wist ik geen zak van; ; ; 
148572836;15;0;2/17/2015;48;0;8;In het midden; ; ; 
150287101;33;0;2/17/2015;48;0;5;Gat bij Reaal verdient onderzoek; ; ; 
150293076;15;1;2/17/2015;48;0;9;EU besluit om Zimbabwe weer financieel te steunen;1;47;9
150293073;15;1;2/17/2015;48;0;9;Nog één keer: Foutje, bedankt;9;51;9
150292132;15;1;2/17/2015;48;0;3;Athene krijgt vier dagen, dan gaat geldkraan dicht;1;10;9
150292129;15;1;2/17/2015;48;0;3;Tsipras worstelt met Griekse paradox;1;10;9
150292127;15;1;2/17/2015;48;0;3;Staat verliest fors op verkoop Reaal;0;41;9
150292126;15;1;2/17/2015;48;0;3;Portugal mag snel terugbetalen;4;58;9
150292125;15;1;2/17/2015;48;0;3;Financieel advies wordt flink goedkoper;4;21;9
150292124;15;1;2/17/2015;48;0;3;De ideale plek om drones te testen - of om te wonen?;3;53;9
150292123;15;1;2/17/2015;48;0;3;Geachte redactie;9;11;1
150292122;15;1;2/17/2015;48;0;3;'Jongeren, energie: Afrika levert het'; ; ; 
150292121;15;1;2/17/2015;48;0;3;Ideaal handelsland brengt er niets van terecht;0;10;9
150290756;15;1;2/17/2015;48;0;4;14:17 Afghaanse economie groeit; ; ; 
150290755;15;1;2/17/2015;48;0;4;Eurolanden zetten Grieken voor het blok;1;10;9
150290752;15;1;2/17/2015;48;0;4;Kabinet ziet niets in AOW;1;33;9
150290751;15;1;2/17/2015;48;0;4;Advies stuk goedkoper;4;21;9
150290064;15;1;2/17/2015;48;0;1;Invasie Chinezen is niet per se slecht;2;58;9
150290062;15;1;2/17/2015;48;0;1;Staat vangt niet de hoofdprijs;0;58;9
150290060;15;1;2/17/2015;48;0;1;Europees geld voor platteland Utrecht;4;58;9
150290057;15;1;2/17/2015;48;0;1;Dipje in de bloemenhandel;0;55;9
150290056;15;1;2/17/2015;48;0;1;Duitsland doet het goed;4;3;9
150288161;15;1;2/17/2015;48;0;10;Jaarcijfers en plannen voor de toekomst;1;49;9
150288160;15;1;2/17/2015;48;0;10;HILVERSUM - 'Advies goedkoper door provisieverbod';4;21;9
150288159;15;1;2/17/2015;48;0;10;Miniwinstje van 52 miljoen na verkoop onderdelen SNS;2;58;9
150288158;15;1;2/17/2015;48;0;10;150;1;58;9
150288155;15;1;2/17/2015;48;0;10;Curator moet fiat geven aan overgang;1;11;9
150288154;15;1;2/17/2015;48;0;10;Chauffeurs Regiotaxi krijgen baan;4;11;9
150287500;15;1;2/17/2015;48;0;10;'Goede oplossing', zegt STMG over overname;4;58;9
150287103;15;1;2/17/2015;48;0;5;"Dilemma voor DNB bij verkoop Reaal aan Chinese partij; Als toezichthouder onbekende koper afkeurt, mislukt privatisering mogelijk";3;58;9
150287102;15;1;2/17/2015;48;0;5;`Lage rentes betekenen niet dat alles in orde is';2;27;1
150287100;15;1;2/17/2015;48;0;5;Provincie Groningen krijgt 45 mln voor werkgelegenheid;1;15;9
150287099;15;1;2/17/2015;48;0;5;FINANCIËLE AGENDA;1;2;9
150287098;15;1;2/17/2015;48;0;5;Sterke stijging van dividenduitkeringen zet waarschijnlijk niet door dit jaar;0;58;9
150287097;15;1;2/17/2015;48;0;5;"Beleggen in tijden van extremen; Vooral alternatieve beleggingscategorieën moeten geld opleveren";2;25;9
150287096;15;1;2/17/2015;48;0;5;Japanse economie boekt weinig indrukwekkende groei;0;3;9
150287095;15;1;2/17/2015;48;0;5;`We hebben minder gekregen dan we toen dachten';0;41;9
150287094;15;1;2/17/2015;48;0;5;Kooplieden van Anbang slaan weer toe;1;58;9
150287093;15;1;2/17/2015;48;0;5;Rechtbank fluit werknemers winkelketen Schoenenreus terug;1;16;9
150287092;15;1;2/17/2015;48;0;5;Actelion dupe van Zwitserse frank;0;19;9
150287090;15;1;2/17/2015;48;0;5;Dankzij provisieverbod bespaart consument 15% op advieskosten;4;21;9
150287089;15;1;2/17/2015;48;0;5;`Vermogensbeheerders gaan meer verdienen dan zakenbankiers';1;49;9
150287088;15;1;2/17/2015;48;0;5;BRIEVEN;9;38;9
150287086;15;1;2/17/2015;48;0;5;BRIEVEN;9;25;9
150285204;15;1;2/17/2015;48;0;7;De technische sector;1;15;9
150285203;15;1;2/17/2015;48;0;7;Miljoenen voor omscholing;1;15;9
150285202;15;1;2/17/2015;48;0;7;'Haperende start' export bloemen;0;55;9
150285201;15;1;2/17/2015;48;0;7;Duitse economie doet het goed;4;3;9
150285199;15;1;2/17/2015;48;0;7;'Provisieverbod maakt advies goedkoper';4;21;9
150285198;15;1;2/17/2015;48;0;7;Vooral de staat verliest bij verkoop van Vivat;0;58;9
150285197;15;1;2/17/2015;48;0;7;Dijsselbloem snel klaar met tegenspartelende Grieken;1;10;9
150285196;15;1;2/17/2015;48;0;7;DAGBOEK VAN EEN MINISTER;9;55;9
150285194;15;1;2/17/2015;48;0;7;Toename bijstand in Noorden;0;30;1
150284295;15;1;2/17/2015;48;0;7;Toename bijstand vooral in het Noorden;0;29;1
150284294;15;1;2/17/2015;48;0;7;Miljoenen voor omscholing;1;15;9
150282470;15;1;2/17/2015;48;0;6;`Verleng steun';1;58;9
150282075;15;1;2/17/2015;48;0;2;"Chinezen maken entree; Staat verkoopt voormalig vakbondsbolwerk Vivat aan bedrijf uit Peking";1;58;9
150282074;15;1;2/17/2015;48;0;2;'Het gaat opeens hartstikke goed in Nederland';2;3;1
150282072;15;1;2/17/2015;48;0;2;"Veldslag in Europa; Ajax, PSV en Feyenoord kunnen alleen met superfaciliteiten in hun stadions nog begroting opschroeven";0;49;9
150282071;15;1;2/17/2015;48;0;2;Banen weg bij privé- universiteit;0;16;9
150282070;15;1;2/17/2015;48;0;2;Tien snoeitrucs voor ambtenarenbeul Blok;1;36;9
150282064;15;1;2/17/2015;48;0;2;Wat brengt TNT?;3;25;9
150282063;15;1;2/17/2015;48;0;2;Portugal mag versnellen;1;39;9
150282062;15;1;2/17/2015;48;0;2;"Schaduw Randstad nekt krimpgebied; Meer uitkeringen in achterblijvende regio's";0;58;1
150282061;15;1;2/17/2015;48;0;2;Veel lagere advieskosten;4;21;9
150282060;15;1;2/17/2015;48;0;2;Japans groei stuwt Nikkei;4;3;9
150282058;15;1;2/17/2015;48;0;2;Duitse zon blijft schijnen;4;3;9
150282057;15;1;2/17/2015;48;0;2;Anbang: dark horse nu witte ridder;4;58;9
150282056;15;1;2/17/2015;48;0;2;Dilemma;3;58;9
150282055;15;1;2/17/2015;48;0;2;Foutje, bedankt;2;58;9
150282054;15;1;2/17/2015;48;0;2;Uitvoer van bloemen daalt;0;55;9
150282053;15;1;2/17/2015;48;0;2;"Miljoenen naar Zeeland; Projectontwikkelaars bouwen zeven parken voor Roompot";4;58;9
150277973;15;1;2/17/2015;48;0;8;"De pseudo-heffing die Feyenoord pijn doet ; Column";0;38;9
148572844;15;1;2/17/2015;48;0;8;"Geen werk en geen geld en iedereen is boos op Grieken ; De Correspondent";0;10;9
148572840;15;1;2/17/2015;48;0;8;Megalomane schoolbesturen;9;58;9
148572839;15;1;2/17/2015;48;0;8;"Grieken en eurozone spelen een spel met torenhoge inzet; Commentaar";0;10;9
148572838;15;1;2/17/2015;48;0;8;Eerste stap in privatisering levert niks op;0;41;9
2,01502173000002E+017;28;0;2/17/2015;48;1;130; ; ; ; 
2,01502172900006E+017;28;0;2/17/2015;48;1;129; ; ; ; 
2,01502172600001E+017;28;0;2/17/2015;48;1;126; ; ; ; 
2,01502172500003E+017;28;0;2/17/2015;48;1;125; ; ; ; 
2,01502172400005E+017;28;0;2/17/2015;48;1;124; ; ; ; 
2,01502172100005E+017;28;0;2/17/2015;48;1;121; ; ; ; 
2,01502171700002E+017;28;0;2/17/2015;48;1;117; ; ; ; 
2,01502171600004E+017;28;0;2/17/2015;48;1;116; ; ; ; 
2,01502171100005E+017;28;0;2/17/2015;48;1;111; ; ; ; 
2,015021732E+017;28;1;2/17/2015;48;1;132; ;4;5;9
2,01502173100001E+017;28;1;2/17/2015;48;1;131; ;0;10;9
2,01502171904361E+017;28;1;2/17/2015;48;1;119; ;1;36;0
2,01502171807321E+017;28;1;2/17/2015;48;1;118; ;1;10;9
35553;9;0;2/17/2015;48;2;25;Het lijkt alsof je een krant uit 1939 zit te lezen; ; ; 
35561;28;0;2/17/2015;48;2;25;Champions League, Inside Nazi Germany, Hollanders in de cel; ; ; 
35559;21;1;2/17/2015;48;2;25;Gaan we hier drones testen of toch huizen bouwen?;9;11;9
15361;9;0;2/17/2015;48;2;26;Lees een fragment uit Luyendijks 'Dit kan niet waar zijn'; ; ; 
15363;21;0;2/17/2015;48;2;26;Dit is Mercedesbaas Dieter. Hij presenteert vandaag zijn beste j; ; ; 
15365;21;0;2/17/2015;48;2;26;Lees hier een fragment uit Joris Luyendijks boek over bankiers; ; ; 
15367;9;1;2/17/2015;48;2;26;TNT Express in het rood door kosten reorganisatie;0;51;9
15369;21;0;2/17/2015;48;2;26;Miljoeneninvestering moet WeTransfer helpen bij verovering VS; ; ; 
21859;6;0;2/17/2015;48;2;22;Aboutaleb praat in VS over radicalisering; ; ; 
15371;21;0;2/17/2015;48;2;26;Levert de overname van staatsverzekeraar SNS ook nog wat op?; ; ; 
21871;21;1;2/17/2015;48;2;22;TNT valt op lagere beurs;0;25;1
21873;29;0;2/17/2015;48;2;22;Verdacht pakketje bij café; ; ; 
10453;6;0;2/17/2015;48;2;24;Egypte wil VN-ingrijpen in Libië; ; ; 
15373;21;0;2/17/2015;48;2;26;Ongepolijste impressies van een Russische stad; ; ; 
19027;9;0;2/17/2015;48;2;21;Studenten UvA weigeren te vertrekken; ; ; 
35575;9;0;2/17/2015;48;2;25;Bezetters Bungehuis wijken niet voor juridische stappen UvA; ; ; 
15377;21;1;2/17/2015;48;2;26; 'Ruim 3.700 nieuwe banen in Zeeland door bouw vakantieparken' ';4;11;5
10457;6;1;2/17/2015;48;2;24;Koninklijk bezoek in Groningen en Drenthe;9;2;9
35579;28;0;2/17/2015;48;2;25;Op de leeslijst: Luyendijk, Dawisha en Heijtze; ; ; 
15379;9;0;2/17/2015;48;2;26;Deze mensen willen/wilden geld zien van Lance Armstrong; ; ; 
35583;9;0;2/17/2015;48;2;25;Ultimatum UvA verstreken, studenten niet weg; ; ; 
21881;29;1;2/17/2015;48;2;22;Duitse banken eisen harde lijn;1;10;9
15383;9;0;2/17/2015;48;2;26;In beeld: Veilig op Sicilië; ; ; 
21885;32;1;2/17/2015;48;2;22;Ontslag vs. beëindiging dienstverband;1;18;9
19029;30;0;2/17/2015;48;2;21;Europa op koers om klimaatdoelen 2020 te halen; ; ; 
10461;9;0;2/17/2015;48;2;24;'Grootste muntschat uit die tijd in Nederland'; ; ; 
21899;9;1;2/17/2015;48;2;22;Groei industriële bedrijvigheid NY zwakt af;0;58;9
19031;29;0;2/17/2015;48;2;21;Universiteit van Amsterdam dagvaardt bezetters Bungehuis; ; ; 
10463;28;0;2/17/2015;48;2;24;UvA spant kort geding aan tegen bezetters Bungehuis; ; ; 
10465;21;0;2/17/2015;48;2;24;OM vraagt vrijspraak voor Strauss-Kahn; ; ; 
21901;28;0;2/17/2015;48;2;22;Smeekbedes BN'ers voor schouwburg; ; ; 
35593;28;0;2/17/2015;48;2;25;Aanklager eist vrijspraak voor Strauss-Kahn in pooierzaak; ; ; 
15385;9;0;2/17/2015;48;2;26; 'Gesprek vakbonden en V&D levert niets op' '; ; ; 
21903;21;0;2/17/2015;48;2;22;Fiasco dreigt voor Leidsche Rijn centrum; ; ; 
35595;9;0;2/17/2015;48;2;25;Gesprek vakbond en V&D levert niets op; ; ; 
19033;32;1;2/17/2015;48;2;21;Gesprek tussen vakbonden en V&D levert niets op;0;20;9
21911;33;0;2/17/2015;48;2;22;Vakantieboekingen naar Griekenland in de lift; ; ; 
35601;21;0;2/17/2015;48;2;25;Kleinzoon Vroom noemt warenhuizen 'saai' en 'sleets'; ; ; 
21917;21;1;2/17/2015;48;2;22;Beleggen vanuit europerspectief;9;19;9
15389;28;0;2/17/2015;48;2;26;Dit is carnaval in vijf grafieken; ; ; 
10469;21;0;2/17/2015;48;2;24;Cursus striptekenen afgelast na 'Kopenhagen'; ; ; 
10473;9;0;2/17/2015;48;2;24;Ouderenvervoer met tuktuk succes in Zuid-Holland; ; ; 
21927;21;0;2/17/2015;48;2;22;'Grieken willen toch verlenging kredietregeling'; ; ; 
10475;6;0;2/17/2015;48;2;24;'Moslimextremisme moet bij de bron worden aangepakt'; ; ; 
21933;21;0;2/17/2015;48;2;22;Aboutaleb in Witte Huis; ; ; 
19035;9;0;2/17/2015;48;2;21;Aboutaleb pleit in Witte Huis voor grenzen en perspectief; ; ; 
15393;21;0;2/17/2015;48;2;26;Aboutaleb roept in VS op tot grenzen stellen en perspectief bied; ; ; 
21935;21;1;2/17/2015;48;2;22;Chocoladegekte lijkt voorbij;9;9;9
35615;21;0;2/17/2015;48;2;25;'A-Rod' biedt excuses aan via handgeschreven brief; ; ; 
150293071;16;0;2/18/2015;49;0;9;Terschelling machteloos tegen plan gaswinning; ; ; 
150293070;16;0;2/18/2015;49;0;9;Lijst van fraudeurs in detailhandel uitgebreid; ; ; 
150293069;16;0;2/18/2015;49;0;9;Varoufakis wil van overleg met eurogroep geen spelletje maken; ; ; 
150293067;16;0;2/18/2015;49;0;9;Obama vindt met illegalenbeleid rechter op zijn pad; ; ; 
150292120;16;0;2/18/2015;49;0;3;[AEX 463,42 pt +0,1 % Dow Jones 18.047,58 pt +0,2 %...]*; ; ; 
150292119;16;0;2/18/2015;49;0;3;Bedrijf incasseerde meer dan corporaties dachten; ; ; 
150292118;16;0;2/18/2015;49;0;3;Justitie onderzoekt fraude bij drie woningcorporaties; ; ; 
150292115;16;0;2/18/2015;49;0;3;Graaft Knot zijn eigen graf?; ; ; 
150292112;16;0;2/18/2015;49;0;3;Griekenland in trek bij vakantiegangers; ; ; 
150292110;16;0;2/18/2015;49;0;3;Alle kinderen moeten kunnen spelen; ; ; 
150290748;16;0;2/18/2015;49;0;4;Peiling PKN over toekomst kerk; ; ; 
150290747;16;0;2/18/2015;49;0;4;OM eist geen straf voor DSK; ; ; 
150290745;16;0;2/18/2015;49;0;4;PKN peilt leden over toekomst van kerk; ; ; 
150290055;16;0;2/18/2015;49;0;1;'Erken fouten en verbeter de communicatie met Groningers'; ; ; 
150290052;16;0;2/18/2015;49;0;1;Zwarte lijst dieven uitgebreid; ; ; 
150290051;16;0;2/18/2015;49;0;1;Quote; ; ; 
150290048;16;0;2/18/2015;49;0;1;Duizenden tekenen petitie behoud schouwburg Gorcum; ; ; 
150290046;16;0;2/18/2015;49;0;1;Heel Krabbegat weet nu dat Jean-Paul een baantje zoekt; ; ; 
150287085;16;0;2/18/2015;49;0;5;Nieuwsoverzicht; ; ; 
150287080;16;0;2/18/2015;49;0;5;ERRATUM; ; ; 
150287077;16;0;2/18/2015;49;0;5;Duitse rechtbank tikt Commerzbank voor tweede keer op de vingers; ; ; 
150285189;16;0;2/18/2015;49;0;7;Detailhandel breidt lijst met fout personeel uit; ; ; 
150285188;16;0;2/18/2015;49;0;7;Gesprek bonden en V&D levert niets op; ; ; 
150285187;16;0;2/18/2015;49;0;7;Koninklijk streekbezoek in beeld; ; ; 
150285184;16;0;2/18/2015;49;0;7;Muskusratten; ; ; 
150285183;16;0;2/18/2015;49;0;7;UITGEKOZEN; ; ; 
